"","time","Sus1","Exp1","Inf1","Rec1","SusV","ExpV","InfV","Sus2","Exp2","Inf2","Rec2","Total1","Total2","TotalV"
"58",57,283.512917984317,0.153962254840254,0.273980460099912,0.0591393007427947,5000.07725139985,0.190222186563818,0.732526413587234,134.107943144865,0.281677575557731,0.501964726382527,0.108414553194817,284,135,5001
"59",58,283.505573728661,0.15420457396737,0.278920044665602,0.0613016527064408,5000.06982621881,0.195344736915399,0.734829044278858,134.09452913047,0.282101125977065,0.510994245920672,0.112375497632665,284,135,5001
"60",59,283.498225243243,0.154460437165186,0.283822865079295,0.0634914545129617,5000.0621799298,0.200456712547605,0.737363357649982,134.081108571926,0.282549302080867,0.519955592091267,0.116386533902382,284,135,5001
"61",60,283.490870307121,0.154731614854696,0.288690005448857,0.0657080725759862,5000.05431693416,0.205556582168756,0.740126483675369,134.067677419433,0.283025335953488,0.528850749567055,0.120446495046609,284,135,5001
"62",61,283.483506724666,0.155019760156126,0.293522624422443,0.0679508907554336,5000.04624152219,0.210642969446456,0.743115508366108,134.054231670682,0.283532244188358,0.537681839014979,0.124554246114816,284,135,5001
"63",62,283.4761323262,0.155326414361464,0.29832194852,0.0702193109190616,5000.03795786991,0.215714648046233,0.746327482046721,134.040767371998,0.28407283796069,0.546451104855541,0.12870868518576,284,135,5001
"64",63,283.468744968511,0.155653012041691,0.303089266042425,0.0725127534046268,5000.0294700363,0.220770536671182,0.749759427033267,134.027280619282,0.284649732425824,0.555160904084105,0.132908744207824,284,135,5001
"65",64,283.461342535308,0.156000885986322,0.307825921285989,0.0748306574200875,5000.02078196096,0.225809694052206,0.753408344986899,134.013767558813,0.285265355807403,0.563813695653614,0.137153389725729,284,135,5001
"66",65,283.453922937584,0.15637127198876,0.312533309041772,0.0771724813855039,5000.01189746215,0.230831313895935,0.757271223957789,134.000224387918,0.285921958200335,0.572412030381391,0.141441623500332,284,135,5001
"67",66,283.446484113927,0.156765313471162,0.317212869383819,0.0795377032179961,5000.00282023509,0.235834719808521,0.76134504510957,133.986647355512,0.286621620076986,0.580958541386797,0.145772483024009,284,135,5001
"68",67,283.439024030749,0.157184065953185,0.321866082734944,0.0819258205635209,4999.99355385066,0.240819360218545,0.765626789123858,133.973032762517,0.287366260504754,0.589455935039271,0.150145041938551,284,135,5001
"69",68,283.431540682453,0.157628501368615,0.326494465200199,0.084336350978575,4999.9841017544,0.24578480331386,0.770113442288808,133.959376962158,0.288157645082474,0.597906982398331,0.154558410361267,284,135,5001
"70",69,283.424032091544,0.158099512233986,0.331099564157843,0.086768832064943,4999.97446726572,0.250730732007114,0.77480200227588,133.945676360145,0.288997393603304,0.606314511126769,0.159011735125039,284,135,5001
"71",70,283.416496308669,0.158597915673163,0.335682954097962,0.0892228215604784,4999.96465357745,0.255656938943176,0.779689483609618,133.931927414752,0.289886987451489,0.614681397858876,0.163504199937808,284,135,5001
"72",71,283.408931412611,0.159124457301684,0.340246232699212,0.091697897388769,4999.95466375561,0.260563321560265,0.784772922835925,133.918126636787,0.290827776740063,0.623010561006119,0.168035025466724,284,135,5001
"73",72,283.401335510221,0.159679814974545,0.344791017134434,0.094193657670419,4999.94450073939,0.265449877215381,0.790049383394758,133.904270589469,0.291820987196356,0.631304953983195,0.17260346935199,284,135,5001
"74",73,283.393706736305,0.160264602401003,0.349318940596153,0.0967097206985621,4999.93416734142,0.270316698383467,0.795515960203623,133.890355888205,0.292867726801948,0.639567558837903,0.177208826155187,284,135,5001
"75",74,283.386043253456,0.160879372629852,0.353831649033247,0.0992457248811066,4999.92366624811,0.275163967938652,0.801169783958633,133.876379200291,0.293968992193523,0.647801380268758,0.181850427246679,284,135,5001
"76",75,283.378343251849,0.161524621408554,0.358330798090327,0.1018013286521,4999.91300002032,0.279991954524963,0.807008025160205,133.862337244518,0.29512567483088,0.656009440014754,0.186527640636475,284,135,5001
"77",76,283.370604948985,0.162200790419486,0.362818050241613,0.104376210354501,4999.90217109411,0.284801008022935,0.81302789787076,133.848226790707,0.296338566938218,0.664194771602133,0.19123987075275,284,135,5001
"78",77,283.362826589396,0.162908270396531,0.367295072111343,0.106970068096529,4999.89118178168,0.289591555117726,0.819226663211997,133.83404465917,0.297608367224638,0.672360415433489,0.195986558172007,284,135,5001.00000000001
"79",78,283.355006444319,0.163647404125113,0.371763531972974,0.109582619583689,4999.88003427242,0.294364094973543,0.825601632609506,133.819787720101,0.298935686389673,0.680509414204953,0.200767179304714,284,135,5001
"80",79,283.347142811323,0.164418489328741,0.376225097419688,0.112213601928431,4999.86873063419,0.299119195018456,0.832150170792639,133.805452892903,0.300321052419537,0.688644808637644,0.205581246040045,284,135,5001
"81",80,283.339234013917,0.165221781445066,0.380681433198914,0.114862771439358,4999.8572728146,0.303857486843006,0.838869698557638,133.791037145457,0.301764915679635,0.696769633509987,0.210428305353195,284,135,5001
"82",81,283.33127840111,0.166057496294353,0.385134199203815,0.117529903391768,4999.84566264249,0.308579662215405,0.845757695302122,133.776537493335,0.303267653808782,0.704886913977904,0.215307938878561,284,135,5001
"83",82,283.323274346961,0.166925812643277,0.389585048614907,0.120214791781251,4999.83390182945,0.313286469215521,0.852811701339053,133.761950998957,0.304829576420476,0.712999662170284,0.220219762451946,284,135,5001
"84",83,283.315220250086,0.167826874666829,0.394035626185156,0.122917249061959,4999.82199197152,0.317978708489359,0.860029319998346,133.747274770711,0.306450929616436,0.721110874047513,0.225163425624758,284,135,5001
"85",84,283.307114533156,0.16876079431112,0.398487566662154,0.125637105871117,4999.80993455085,0.32265722962524,0.867408219524244,133.732505962018,0.308131900317554,0.729223526511254,0.230138611153053,284,135,5001
"86",85,283.298955642358,0.1697276535598,0.402942493341122,0.128374210741223,4999.79773093757,0.327322927652432,0.874946134776582,133.717641770365,0.309872620417306,0.737340574754005,0.235145034464095,284,135,5001
"87",86,283.290742046849,0.170727506606756,0.407402016742728,0.131128429801346,4999.7853823916,0.331976739662604,0.88264086874398,133.702679436297,0.311673170762551,0.745464949837342,0.240182443103017,284,135,5001
"88",87,283.282472238184,0.171760381937718,0.411867733409871,0.133899646468834,4999.77289006457,0.33661964155409,0.890490293876962,133.687616242383,0.313533584966613,0.75359955648811,0.245250616161972,284,135,5001
